5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 
5 12 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 2 0 5 12 
5 12 0 1 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 2 1 5 12 
5 12 3 2 3 13 3 13 3 13 3 13 4 12 3 13 3 13 3 13 4 12 3 13 3 13 3 13 4 12 3 13 3 13 3 13 3 13 3 13 3 13 3 13 4 12 3 13 3 13 3 13 4 12 3 13 3 13 3 13 4 12 3 13 3 13 3 13 3 13 3 2 5 12 
5 12 3 2 5 12 5 12 6 12 5 12 5 12 2 13 2 13 2 13 3 4 3 4 3 4 3 4 3 4 3 4 3 4 5 12 5 12 5 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 5 12 6 9 5 12 5 12 6 12 5 12 5 12 3 2 5 12 
5 12 3 2 5 12 5 12 6 12 5 12 5 12 2 13 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 5 12 5 12 5 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 5 12 6 12 5 12 5 12 3 2 5 12 
5 12 0 1 5 12 3 1 3 1 2 0 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 5 12 6 12 5 12 5 12 3 2 5 12 
5 12 3 2 5 12 4 12 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 5 12 6 12 5 12 5 12 3 2 5 12 
5 12 3 2 4 12 6 9 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 0 0 3 1 3 1 5 12 2 1 5 12 
5 12 3 2 5 12 6 9 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 3 2 4 13 4 12 5 12 3 2 5 12 
5 12 3 2 5 12 6 9 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 3 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 3 3 4 4 12 5 12 3 2 4 13 6 9 5 12 3 2 5 12 
5 12 3 2 5 12 6 9 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 3 2 4 13 6 9 5 12 3 2 5 12 
5 12 3 2 4 12 6 9 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 3 2 4 13 6 9 4 12 3 2 5 12 
5 12 3 2 5 12 6 9 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 3 2 4 13 6 9 5 12 3 2 5 12 
5 12 3 2 5 12 6 9 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 3 2 4 13 6 9 5 12 3 2 5 12 
5 12 3 2 5 12 6 9 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 4 12 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 3 2 4 13 6 9 5 12 3 2 5 12 
5 12 3 2 4 12 6 9 4 13 3 2 5 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 5 12 3 2 4 13 6 9 4 12 3 2 5 12 
5 12 3 2 5 12 6 9 4 13 3 2 5 12 5 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 4 12 4 12 4 12 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 5 12 5 12 3 2 4 13 6 9 5 12 3 2 5 12 
5 12 3 2 5 12 6 9 4 12 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 2 13 2 13 2 13 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 4 12 6 9 5 12 3 2 5 12 
5 12 3 2 5 12 6 9 4 13 3 2 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 2 13 2 13 2 13 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 3 2 4 13 6 9 5 12 3 2 5 12 
5 12 3 2 4 12 6 9 4 13 0 2 3 1 2 0 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 2 13 2 13 2 13 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 5 12 0 0 3 1 2 2 4 13 6 9 4 12 3 2 5 12 
5 12 3 2 4 13 6 9 4 13 6 12 6 12 0 2 3 1 3 1 3 1 1 0 1 0 1 0 1 0 1 0 1 0 6 9 6 9 6 9 1 0 1 0 1 0 1 0 1 0 3 1 3 1 3 1 3 1 2 2 6 12 6 12 4 13 6 9 4 13 3 2 5 12 
5 12 3 2 5 12 6 9 3 13 3 13 3 13 3 13 3 13 3 13 3 13 0 2 1 2 1 2 1 2 1 2 1 2 6 9 6 9 6 9 1 2 1 2 1 2 1 2 2 2 3 13 3 13 3 13 3 13 3 13 3 13 3 13 3 13 6 9 5 12 3 2 5 12 
5 12 3 2 5 12 6 9 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 4 13 2 13 2 13 2 13 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 10 6 9 5 12 3 2 5 12 
5 12 3 2 4 13 5 12 5 12 5 12 4 12 5 12 5 12 5 12 4 12 5 12 5 12 5 12 4 12 5 12 3 4 2 13 2 13 2 13 5 12 5 12 4 12 5 12 5 12 5 12 4 12 5 12 5 12 5 12 4 12 5 12 5 12 5 12 4 13 3 2 5 12 
5 12 0 2 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 6 9 6 9 6 9 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 2 2 5 12 
